OBJECTID_,WardID_,WardNo_,Crowded dwellings,No piped water,Using public healthcare facilities,Poor health status,Failed to find healthcare when needed,No medical insurance,Household hunger risk,Benefiting from school feeding scheme,UTFVI,LST,NDVI,NDBI__mean,concern_he,cancer_pro,diabetes_p,pneumonia_,heart_dise,hypertensi,hiv_prop,tb_prop,covid_prop,60_plus_pr,HVI_PC1,HVI_weighted,HVI_PC1_standardized,HVI_weighted_standardized
2409,79800020,20,6.3,1.49,87.74,9.61,6.98,87.07,53.21,43.25,-0.063667216660832,27.9313111648061,0.100601158384842,0.379030370555234,53.8461538461538,0.0,0.002307692307692,0.000384615384615,0.000769230769231,0.004230769230769,0.001153846153846,0.000769230769231,0.0,0.002307692307692,-1.8909168518329136,-0.24924672462388164,0.25094621179277943,0.38823427014620837
2410,79800021,21,16.68,1.68,94.76,8.41,7.27,78.66,43.61,22.62,-0.054265494415999,28.1929126445229,0.105752047553918,0.384126756715046,34.6153846153846,7.69230769230769,0.000384615384615,0.0,0.000769230769231,0.003076923076923,0.001153846153846,0.000769230769231,0.0,0.001538461538462,-1.8930510692687026,-0.41643408332377657,0.2507335139161942,0.3427486277134734
2411,79800022,22,18.06,1.99,82.91,10.09,5.6,69.49,38.98,48.27,-0.043222781806748,28.4630078122306,0.138912425843267,0.357065451433592,53.8461538461538,0.0,0.000769230769231,0.000384615384615,0.000384615384615,0.002692307692308,0.000769230769231,0.000769230769231,0.000769230769231,0.001538461538462,-1.0088287942619056,-0.24435805274843603,0.33885583789756474,0.3895643012121135
2412,79800023,23,4.29,1.06,10.28,5.4,2.08,20.16,5.44,8.21,-0.04899904752836,28.1884074229639,0.182963803026591,0.34802012001732,42.3076923076923,0.0,0.000769230769231,0.0,0.000769230769231,0.002307692307692,0.000384615384615,0.000384615384615,0.0,0.001538461538462,2.7544375674696417,0.7037157093646818,0.7139060791439207,0.6475009327773218
2413,79800024,24,20.87,35.66,93.51,3.44,3.83,89.83,46.37,37.08,-0.050199082202655,28.2851305769646,0.137877607316647,0.356432739074142,34.6153846153846,0.0,0.000769230769231,0.0,0.000769230769231,0.000769230769231,0.001153846153846,0.0,0.0,0.000384615384615,-1.8857524455498489,-0.9192000139620473,0.2514609007986,0.20596417507179174
2414,79800025,25,17.48,9.81,84.57,9.47,1.47,78.92,52.77,60.24,-0.055071440126443,28.0927637657928,0.137956329631181,0.360517976332301,50.0,7.69230769230769,0.001538461538462,0.0,0.002692307692308,0.005,0.001153846153846,0.001153846153846,0.000384615384615,0.001923076923077,-1.4656936260696434,0.0024503657904791066,0.2933243105178159,0.45671195856102376
2415,79800026,26,12.12,3.88,90.67,3.52,1.94,82.78,33.35,36.93,-0.058616082836805,28.0362286484032,0.110253926950899,0.367637458914205,22.2222222222222,0.0,0.001111111111111,0.00037037037037,0.001481481481481,0.002592592592593,0.001851851851852,0.00037037037037,0.00037037037037,0.001111111111111,-1.1694660554745528,-0.21689439436790708,0.32284659545232985,0.3970361708241807
2416,79800027,27,16.54,5.0,72.31,12.06,1.67,73.59,31.03,27.78,-0.061369328325121,28.0116857323422,0.09787097460159,0.379000278489333,23.0769230769231,7.69230769230769,0.002692307692308,0.0,0.000769230769231,0.002692307692308,0.000769230769231,0.001153846153846,0.000384615384615,0.002307692307692,-0.7916825715468585,0.13452661156241805,0.360496810230318,0.4926451351824941
2417,79800028,28,17.53,3.82,85.9,18.32,1.71,83.4,32.81,23.03,-0.064799208025069,27.8691168920856,0.09936596753701,0.375808040285729,34.6153846153846,7.69230769230769,0.001538461538462,0.0,0.000384615384615,0.002692307692308,0.000384615384615,0.0,0.0,0.001538461538462,-0.9411608958482689,-0.12800655535049835,0.34559967667622377,0.4212193416907165
2418,79800029,29,13.57,0.0,82.88,11.68,5.24,73.71,48.21,52.48,-0.062953960435967,27.9118885822226,0.124530389633627,0.338058935225672,34.6153846153846,7.69230769230769,0.001153846153846,0.000384615384615,0.000769230769231,0.003076923076923,0.000769230769231,0.000384615384615,0.000769230769231,0.001153846153846,-0.7798287096969689,0.039642936859011345,0.3616781759161783,0.4668307139617478
2419,79800030,30,32.99,4.17,88.47,10.17,8.48,84.5,47.34,34.84,-0.06209801770135,27.9751690542408,0.100237389892653,0.389666742117575,30.7692307692308,0.0,0.000384615384615,0.0,0.0,0.001153846153846,0.000384615384615,0.000384615384615,0.000769230769231,0.000384615384615,-2.3622230187161897,-0.8188675820153687,0.20397544900331374,0.23326100635988728
2420,79800031,31,32.51,1.79,91.83,8.96,7.58,70.25,42.29,34.24,-0.062150905860721,27.9993236910912,0.086996230909292,0.395568560012512,30.7692307692308,0.0,0.000384615384615,0.0,0.0,0.001538461538462,0.0,0.0,0.0,0.001153846153846,-2.15824095499967,-0.7939339008572406,0.22430447035156864,0.2400445605383238
2421,79800032,32,4.98,1.66,13.81,0.0,0.0,33.09,0.0,0.0,0.002332459853384,30.0567073971109,0.142047470093619,0.337822321380835,50.0,0.0,0.001153846153846,0.0,0.0,0.001538461538462,0.000769230769231,0.0,0.001153846153846,0.001153846153846,2.76451537307841,0.43595823916423276,0.7149104415943808,0.574653795033534
2422,79800033,33,14.23,1.47,86.21,9.82,3.27,86.24,49.22,52.58,-0.031310819841261,28.9096075989479,0.124704252142015,0.375692907621174,48.0,4.0,0.0024,0.0004,0.0008,0.002,0.0,0.0,0.0004,0.0012,-1.1821806158075807,-0.29902175440694306,0.3215794518430613,0.3746922821370845
2423,79800034,34,19.42,1.57,92.25,7.85,3.14,85.65,56.46,56.73,-0.043963291586404,28.5403848554165,0.118567526288578,0.365724971165069,57.6923076923077,3.84615384615385,0.002692307692308,0.0,0.000384615384615,0.002307692307692,0.001538461538462,0.0,0.0,0.000769230769231,-2.0572085466771135,-0.6084209576826664,0.23437344381047637,0.29051593268931086
2424,79800035,35,35.69,0.0,96.47,7.41,9.46,89.64,47.96,53.71,-0.056394515412826,28.0968128258074,0.117205260760925,0.382671711102533,34.6153846153846,11.5384615384615,0.000384615384615,0.000384615384615,0.001153846153846,0.002692307692308,0.000769230769231,0.001538461538462,0.000384615384615,0.001923076923077,-2.8205918634016944,-0.47027152005223605,0.15829403045498314,0.32810140548585626
2425,79800036,36,24.88,5.71,85.56,12.62,3.81,75.48,30.72,26.96,-0.061014608153606,27.8113458966008,0.144831789567815,0.354927062187587,53.8461538461538,3.84615384615385,0.002307692307692,0.000384615384615,0.0,0.001923076923077,0.001153846153846,0.000769230769231,0.000384615384615,0.000769230769231,-0.736264093975058,-0.09079493887880573,0.366019861586493,0.4313432786578273
2426,79800037,37,40.5,7.8,87.46,8.42,6.16,87.42,45.02,50.75,-0.04875206157007,28.290844427908,0.145693186001397,0.354625157790403,46.1538461538462,0.0,0.000769230769231,0.000384615384615,0.0,0.001538461538462,0.001153846153846,0.000384615384615,0.000384615384615,0.000769230769231,-2.2302153098283317,-0.7836379107910798,0.21713144656124095,0.24284572760192352
2427,79800038,38,22.12,0.0,85.78,10.16,8.95,82.46,32.28,33.1,-0.065258690385951,27.7451864750984,0.140674179379695,0.345346819573812,34.4827586206897,0.0,0.001034482758621,0.0,0.000344827586207,0.001379310344828,0.000689655172414,0.000344827586207,0.0,0.001034482758621,-1.2261768279987055,-0.38769522010554364,0.3171947529113027,0.35056743450863476
2428,79800039,39,28.41,1.39,89.04,18.77,6.22,80.92,38.8,43.38,-0.05362105301564,28.2288746693519,0.114297928828314,0.378579137459362,22.2222222222222,0.0,0.000740740740741,0.0,0.000740740740741,0.001481481481481,0.00037037037037,0.0,0.00037037037037,0.001481481481481,-2.0863983971090714,-0.6041366765907447,0.23146435914993332,0.29168153085022375
2429,79800040,40,24.54,20.42,94.38,11.71,3.61,82.69,44.35,44.79,-0.068147684305116,27.7720931898177,0.1035230589608,0.374518663134513,61.5384615384615,0.0,0.000769230769231,0.0,0.0,0.004230769230769,0.001153846153846,0.0,0.000384615384615,0.001538461538462,-2.0023276524388653,-0.658838074097773,0.2398429191665604,0.27679925609617473
2430,79800041,41,24.78,0.0,84.79,3.43,9.75,75.37,60.09,48.35,-0.074333199608202,27.5587221624696,0.096478529883999,0.373283394868456,59.2592592592593,3.7037037037037,0.001481481481481,0.0,0.00037037037037,0.002962962962963,0.002222222222222,0.001111111111111,0.0,0.001481481481481,-2.7523844944369174,-0.6286533802588529,0.16509163331540053,0.2850114211879338
2431,79800042,42,23.68,0.0,91.38,9.05,0.0,86.7,50.67,52.06,-0.074228790804675,27.59386076512,0.089769743528404,0.375886864570955,50.0,0.0,0.001923076923077,0.0,0.0,0.002307692307692,0.0,0.0,0.0,0.001538461538462,-1.40387838516684,-0.41233747191332015,0.2994848686034866,0.34386316773163567
2432,79800043,43,18.79,0.0,78.22,12.48,3.15,82.42,45.83,55.1,-0.088441268171684,27.0844572893448,0.098929329439611,0.363444997051385,50.0,11.5384615384615,0.001923076923077,0.0,0.000769230769231,0.004230769230769,0.001538461538462,0.000384615384615,0.0,0.001538461538462,-1.4475060973467475,-0.02121348682728289,0.29513689468792986,0.4502738788693375
2433,79800044,44,33.16,1.43,89.97,8.92,3.19,90.42,49.9,61.83,-0.094883839657809,26.8921242267361,0.106984736437708,0.339351556243694,0.0,0.0,0.001153846153846,0.0,0.000384615384615,0.001923076923077,0.0,0.000384615384615,0.0,0.000384615384615,-1.908050295132288,-0.4793095182848281,0.24923867864865873,0.32564249256856265
2434,79800045,45,22.55,1.99,88.95,16.06,8.47,73.98,61.53,61.3,-0.077452345902923,27.4436389976011,0.097502646099474,0.375419115238189,93.1034482758621,3.44827586206896,0.001034482758621,0.000344827586207,0.000689655172414,0.004137931034483,0.001724137931034,0.0,0.0,0.001379310344828,-2.55952886539682,-0.5728921465696916,0.18431178497214526,0.30018203909180385
2435,79800046,46,18.99,1.92,87.62,11.3,3.49,77.52,53.49,47.09,-0.049782122739096,28.3133439977461,0.125723087168908,0.374181348446231,34.6153846153846,7.69230769230769,0.000769230769231,0.0,0.001153846153846,0.002307692307692,0.000769230769231,0.000769230769231,0.000769230769231,0.001923076923077,-1.463651509913716,-0.21745665208053855,0.29352782950459866,0.3968832008061681
2436,79800047,47,17.13,1.77,88.37,10.72,2.88,67.3,61.34,51.64,-0.063448634762585,27.8819379261141,0.101394804779705,0.380223339440811,38.4615384615385,11.5384615384615,0.001153846153846,0.0,0.000769230769231,0.004615384615385,0.001538461538462,0.001538461538462,0.000384615384615,0.002692307692308,-2.0291105808761274,-0.11667643852161652,0.23717371034471738,0.4243018572995952
2437,79800048,48,10.72,0.0,79.43,17.35,11.62,79.85,66.71,57.86,-0.071651416598331,27.6540657483408,0.104469441778109,0.374808046707959,40.7407407407407,7.40740740740741,0.000740740740741,0.0,0.000740740740741,0.004444444444444,0.001111111111111,0.000740740740741,0.000740740740741,0.001111111111111,-2.54945196600702,-0.39640633254985047,0.18531605710807258,0.34819745540905267
2438,79800049,49,29.25,0.0,91.0,11.01,5.5,69.29,54.74,58.39,-0.106516511177686,26.4691224365007,0.137113554834175,0.299817115067279,0.0,3.84615384615385,0.000384615384615,0.000384615384615,0.0,0.001923076923077,0.000769230769231,0.000384615384615,0.0,0.000769230769231,-1.1838952215090972,-0.14659198772467896,0.3214085728193134,0.41616291674325845
